AN	BP	MP
0.7	0	0.666666666666667
0.684210526315789	1	0.615384615384615
0.666666666666667	1	0
0.714285714285714	1	0.666666666666667
0.8	0.5	1
0.470588235294118	0.48	1
0	0.458333333333333	0
0.282608695652174	0	1
1	1	0.833333333333333
0.387755102040816	1	1
	1	1
1	1	0
0	0	1
1	1	0
0.466666666666667		0.636363636363636
0.684210526315789	0.8	0.866666666666667
1	0	0.857142857142857
1	1	0.846153846153846
0	0.9	0.833333333333333
1	0.888888888888889	0.833333333333333
1		0
0.388888888888889	0.857142857142857	0.8
0	0	0.909090909090909
0.380952380952381	1	0.9
1	0.611111111111111	0.888888888888889
1	0.666666666666667	
1	1	0.857142857142857
1	1	0.833333333333333
1	1	1
1	1	0
1	0	1
1	1	0.432432432432432
0.75		0
1		1
0		1
1		0.714285714285714
0		0
1		1
0.4		1
0.647058823529412		0
		1
1		0.355932203389831
0.75		0.5625
1		0.8
0.777777777777778		0
1		1
1		1
1		
0		0.857142857142857
1		0.833333333333333
0.85		0.8
0.842105263157895		1
0.833333333333333		1
		0.529411764705882
0		0.533333333333333
0.714285714285714		0.461538461538462
0.435897435897436		0
0.435897435897436		
0.592592592592593		
0.518518518518518		
0.571428571428571		
0.583333333333333		
1		
0.75		
0.6		
0		
0.75		
0.857142857142857		
0		
1		
0		
0.458333333333333		
0		
