OTU	Order	Kingdom (Eva)	Phylum (Eva)	Class (Eva)	Family (Eva)	Genus (Eva)	Specie (Eva)	Chemoautotroph.mixotroph.In.situ	Chemoautotroph.mixotroph.Other	AOB.In.situ	AOB.Other	NOB.In.situ	NOB.Other	Anammox.In.situ	Anammox.Other	Aerobic.heterotroph.In.situ	Aerobic.heterotroph.Other	PAO.In.situ	PAO.Other	GAO.In.situ	GAO.Other	Nitrite.reduction.In.situ	Nitrite.reduction.Other	Sulfate.reduction.In.situ	Sulfate.reduction.Other	Fermentation.In.situ	Fermentation.Other	Acetogen.In.situ	Acetogen.Other	Methanogen.In.situ	Methanogen.Other	Short.chain.fatty.acids.In.situ	Short.chain.fatty.acids.Other	Sugars.In.situ	Sugars.Other	Proteins.amino.acids.In.situ	Proteins.amino.acids.Other	Filamentous.In.situ	Filamentous.Other	Hydrophobic.cell.surface.In.situ	Hydrophobic.cell.surface.Other
Otu18789	Caulobacterales	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacteraceae	Asticcacaulis	Asticcacaulisexcentricu	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18793	Solibacterales	Bacteria	Acidobacteria	Solibacteres	Solibacteraceae	CandidatusSolibacter	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18801	Caulobacterales	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacteraceae	Phenylobacterium	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18802	Gemmatales	Bacteria	Planctomycetes	Planctomycea	Gemmataceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18812	Solirubrobacterales	Bacteria	Actinobacteria	Actinobacteria	unclassified	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18817	Solibacterales	Bacteria	Acidobacteria	Solibacteres	Solibacteraceae	CandidatusSolibacter	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18819	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18820	Gemmatimonadales	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18825	Gemmatales	Bacteria	Planctomycetes	Planctomycea	Gemmataceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18828	Thiotrichales	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichaceae	Thiothrix	Thiothrixflexili	Positive	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Positive	Negative	Positive	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18831	Legionellales	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellaceae	Tatlockia	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18833	Deinococcales	Bacteria	Thermi	Deinococci	Deinococcaceae	Deinococcus	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18840	Planctomycetales	Bacteria	Planctomycetes	Planctomycea	Planctomycetaceae	Planctomyces	Planctomyceslimnophilu	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18842	Verrucomicrobiales	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiasubdivision3	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18859	Phycisphaerales	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaeraceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18862	Chthonomonadales	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadaceae	Chthonomonas	Chthonomonascalidirose	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18864	Gemmatales	Bacteria	Planctomycetes	Planctomycea	Gemmataceae	Gemmata	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18866	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiaceae	Rhodoplanes	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18869	Legionellales	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellaceae	Aquicella	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18870	Legionellales	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellaceae	Aquicella	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18875	Caulobacterales	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacteraceae	Phenylobacterium	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18878	Rhodospirillales	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18880	Gemmatimonadales	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18881	Legionellales	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellaceae	Aquicella	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18889	Gemmatales	Bacteria	Planctomycetes	Planctomycea	Gemmataceae	Gemmata	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18891	Myxococcales	Bacteria	Proteobacteria	Deltaproteobacteria	Cystobacteraceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18893	Actinomycetales	Bacteria	Actinobacteria	Actinobacteria	Streptomycetaceae	Streptomyces	Streptomycescyaneogriseu	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18894	Solirubrobacterales	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacteraceae	Solirubrobacter	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18897	Verrucomicrobiales	Bacteria	Verrucomicrobia	Verrucomicrobiae	unclassified	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18900	Verrucomicrobiales	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiasubdivision3	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18901	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Methylobacteriaceae	Methylobacterium	Methylobacteriumfujisawaens	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18902	Rhodobacterales	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacteraceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18903	Rhodospirillales	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18904	Rhodospirillales	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18906	Legionellales	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellaceae	Aquicella	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18908	Legionellales	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellaceae	Aquicella	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18913	Rhodospirillales	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu18915	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Aurantimonadaceae	Aurantimonas	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
